"lon","lat","A_growth","n_A_end","mean_Temp","tot_mu"
140.1,-25,-0.00288668997585963,0.285062594175294,28.7236626108634,13.8457973772777
140.2,-25,-0.00288222530920827,0.285523875441206,28.7167417818987,13.8122737297063
140.3,-25,-0.00289471338294249,0.284241108163493,28.7357018976362,13.7776495808568
140.4,-25,-0.00291037590146819,0.282641021860892,28.7627753330173,13.7386216918837
140.5,-25,-0.00291920677664943,0.281749863210884,28.7838034453492,13.715009682699
140.6,-25,-0.00292581248310607,0.281084064277441,28.799692366994,13.6814185389382
140.7,-25,-0.00291200980282551,0.282500809361698,28.7897129280808,13.6731157088935
140.8,-25,-0.00290089668449595,0.283647498859156,28.7835222020739,13.6655068767886
140.9,-25,-0.00284075471931008,0.289905440952795,28.7196027529486,13.714326782055
141,-25,-0.00277499154408252,0.296908098337625,28.6565004221455,13.767029254918
141.1,-25,-0.00266056354836047,0.309475999718563,28.5357851089221,13.8583394864861
141.2,-25,-0.00275621870412764,0.298964789603233,28.6636669047365,13.793001236896
141.3,-25,-0.00283718001724691,0.290336408940421,28.7701151324713,13.7322258694759
141.4,-25,-0.00283172146433905,0.290931848995606,28.7849481116304,13.758825401674
141.5,-25,-0.00279516743727627,0.294825130541828,28.754331027834,13.8054112133662
141.6,-25,-0.00272363650486329,0.3025844859279,28.6890458317217,13.8944792232028
141.7,-25,-0.00268515662864931,0.306850165214502,28.6620691422705,13.9656100834107
141.8,-25,-0.00259820780673586,0.316684896092589,28.5807311797664,14.0808382403458
141.9,-25,-0.00248697106591806,0.32970262700778,28.4642623908099,14.207222228897
142,-25,-0.00238197875630694,0.342486254296651,28.3664766994605,14.3671304003596
142.1,-25,-0.0023834880212443,0.342337921690313,28.3956122954739,14.4396590205094
142.2,-25,-0.00240111165377883,0.340197889550463,28.4395227134613,14.4893033818768
142.3,-25,-0.00254922372080414,0.322464969314629,28.6221992265669,14.4110463526074
142.4,-25,-0.00247038868324392,0.331829927899505,28.5593246908295,14.5926885507307
142.5,-25,-0.00242124005487908,0.337816309742039,28.5290221179825,14.7460460235946
142.6,-25,-0.00246383542018158,0.332683865133052,28.6084365775811,14.830439509451
142.7,-25,-0.00243207477950433,0.336575253518423,28.6103865856927,15.0245756218379
142.8,-25,-0.00250592721921006,0.327721405458456,28.7249946627587,15.1041763678877
142.9,-25,-0.00252201411396602,0.325857522762824,28.7867910818322,15.2872530470148
143,-25,-0.00248086341479803,0.330800312424856,28.7862092061998,15.5579981862705
143.1,-25,-0.0024077641503548,0.339736845364471,28.7547673081001,15.9087244949805
143.2,-25,-0.00227709228500986,0.356272266412319,28.6637714712975,16.3733277794902
143.3,-25,-0.0021036629732444,0.379451713934344,28.5401601667382,16.9527006884715
143.4,-25,-0.00196277727199869,0.399389882689792,28.450073477316,17.5134809372512
143.5,-25,-0.00191745129036356,0.406066591608587,28.4511832448801,17.8995186216199
143.6,-25,-0.00198817672308594,0.395860524811695,28.5664955371413,18.0735816268305
143.7,-25,-0.00202440681312318,0.390753298442496,28.6447342065845,18.311450364527
143.8,-25,-0.00193775086854664,0.403293938770376,28.6110723409339,18.8354655179963
143.9,-25,-0.00179218098863566,0.425228807815571,28.5273160947785,19.5418532999871
144,-25,-0.0016637143353257,0.44557332423785,28.4584222183549,20.2224794663913
144.1,-25,-0.00144612316313482,0.482247729241769,28.3336137224032,21.2428869530892
144.2,-25,-0.000721784998181307,0.627138811874972,27.8628317918013,24.4249975135278
144.3,-25,-0.000591656296369018,0.657614100429296,27.833462752386,25.4269780077735
144.4,-25,-0.000436974777258096,0.695711194086204,27.7835338476286,26.5883920475854
144.5,-25,-0.000282416528253494,0.736034542351392,27.7448694535341,27.766784110489
144.6,-25,0.000251782797180239,0.893477580609507,27.4694986446242,31.2754982864396
144.7,-25,0.000337339162926034,0.921960621076309,27.477153691798,32.1985020328026
144.8,-25,0.000455065727676703,0.962514165048699,27.4655242297791,33.3200790675528
144.9,-25,0.000492785999321186,0.976142684648763,27.5013608768508,33.9020166171919
145,-25,0.000837738282822191,1.10653300177136,27.3600138954413,36.837393258683
140.1,-24.9,-0.00286421908738324,0.287409532607745,28.7179499227887,14.0344260618371
140.2,-24.9,-0.00288702856820434,0.285040782969684,28.7387928379263,13.9628394440866
140.3,-24.9,-0.00290883684526941,0.282795037424353,28.7595103615318,13.8877537036031
140.4,-24.9,-0.00291849861217483,0.281820646710582,28.7848598991939,13.8577952525778
140.5,-24.9,-0.00293878963240492,0.279768533245858,28.8220470506723,13.8220614819651
140.6,-24.9,-0.00295643705507411,0.277984701921155,28.8425390158209,13.7664085233934
140.7,-24.9,-0.0029375276208672,0.279902715179072,28.8238357539248,13.76871324505
140.8,-24.9,-0.00287990943704694,0.28581721393643,28.7635430000875,13.8045194269827
140.9,-24.9,-0.00288026697370577,0.285796807222171,28.7787090227057,13.792388951112
141,-24.9,-0.00284792688284349,0.289166883433704,28.7414717344694,13.8083192362799
141.1,-24.9,-0.00280692866472934,0.293511237289907,28.7115611352825,13.8569385122265
141.2,-24.9,-0.00271264424954341,0.30372051309275,28.6158894116089,13.9522433176565
141.3,-24.9,-0.00281785845896677,0.292383978202282,28.7549809427691,13.8678148832554
141.4,-24.9,-0.00284329995126253,0.289714637109558,28.802758323506,13.8677434412024
141.5,-24.9,-0.00278236358533756,0.296201847287871,28.7479186852828,13.9441129550518
141.6,-24.9,-0.0026970805925845,0.305507616318772,28.6592584320749,14.034626457581
141.7,-24.9,-0.00269800572365959,0.305436278719381,28.6887516456785,14.0914226796048
