"lon","lat","A_growth","n_A_end","mean_Temp","tot_mu"
-69.7,-55.2,-0.0300849680499368,1.21803492780054e-05,5.0766145794296,0
-68.7,-55.2,-0.0298891051758064,1.30855808702499e-05,5.01392240145326,0
-67.7,-55.2,-0.0289827122119513,1.82335012891815e-05,6.41180763729185,0
-67.2,-55.2,-0.0289827122119513,1.82335012891815e-05,6.41180763729185,0
-70.7,-54.7,-0.0302635312046316,1.14097417355394e-05,4.12412421113452,0
-70.2,-54.7,-0.0302031257491859,1.16648103741473e-05,4.44457919236817,0
-69.7,-54.7,-0.0302031257491859,1.16648103741473e-05,4.44457919236817,0
-69.2,-54.7,-0.0303012785701301,1.12531875316083e-05,3.4786781618823,0
-68.7,-54.7,-0.0300087590918229,1.25248622617283e-05,4.43025130116992,0
-68.2,-54.7,-0.0290777222717735,1.76102724537082e-05,5.77618394039443,0
-67.7,-54.7,-0.0283576772627675,2.29203534762102e-05,6.39455481522069,0
-67.2,-54.7,-0.0283576772627675,2.29203534762102e-05,6.39455481522069,0
-66.7,-54.7,-0.0275192207617718,3.11530075848985e-05,7.07577073160494,0
-66.2,-54.7,-0.028228148415811,2.40333028250001e-05,7.18611102253953,0
-65.7,-54.7,-0.0284651864389196,2.20361877535239e-05,7.46983517799468,0
-65.2,-54.7,-0.0290636465350047,1.77013678631546e-05,7.25157649543673,0
-36.2,-54.7,-0.0303735155892466,1.09595564446745e-05,1.2820057569369,0
-71.7,-54.2,-0.0296273490948623,1.4401303230267e-05,6.20093109286728,0
-71.2,-54.2,-0.0293602949766213,1.58800493084561e-05,6.38505270367376,0
-70.7,-54.2,-0.0287468780381113,1.98774094696361e-05,6.9514062879831,0
-69.2,-54.2,-0.0289452860526002,1.848500204994e-05,6.30547020277193,0
-68.7,-54.2,-0.0274391797009362,3.20793495659068e-05,7.11912257918545,0
-68.2,-54.2,-0.026283395308167,4.89718550245887e-05,7.66241875257291,0
-67.7,-54.2,-0.0263338885133067,4.807517698315e-05,7.86962605591757,0
-67.2,-54.2,-0.0263338885133067,4.807517698315e-05,7.86962605591757,0
-37.2,-54.2,-0.0303730661467827,1.09613595308235e-05,1.50279617113511,0
-36.7,-54.2,-0.0303735898446794,1.09592586218184e-05,1.27804500209859,0
-73.2,-53.7,-0.0295038510982206,1.50672200766965e-05,6.51159135025036,0
-72.7,-53.7,-0.0297161586334917,1.39407045233105e-05,5.9485600916997,0
-71.7,-53.7,-0.0292161606721368,1.67402840060062e-05,6.39639473319902,0
-71.2,-53.7,-0.0285034890145562,2.17294145478632e-05,7.07416909382744,0
-69.7,-53.7,-0.0277219657105964,2.89253290314438e-05,7.47461420233469,0
-69.2,-53.7,-0.0272260685130535,3.46819088672187e-05,7.42169121213182,0
-68.7,-53.7,-0.0264668253551231,4.57921235936487e-05,7.67773823925345,0
-68.2,-53.7,-0.0251479482996537,7.42065672007858e-05,8.3496393484851,0
-72.7,-53.2,-0.029575361230494,1.46779393671503e-05,5.96910374454117,0
-71.2,-53.2,-0.0267805950185413,4.08241946370358e-05,7.89036030042958,0
-70.2,-53.2,-0.0253411261288957,6.91415043439088e-05,8.44926553623345,0
-69.7,-53.2,-0.0253411261288957,6.91415043439088e-05,8.44926553623345,0
-69.2,-53.2,-0.0246674805030021,8.84745212023532e-05,8.4166075948534,0
-68.7,-53.2,-0.0232389666878227,0.000149244141068733,8.80017425734928,0
-73.2,-52.7,-0.0290046249378775,1.80878906540784e-05,6.70731693758779,0
-72.2,-52.7,-0.0287518733994788,1.98410288221996e-05,6.75718183885944,0
-71.7,-52.7,-0.0282378200987705,2.39484063314264e-05,6.98098004302238,0
-71.2,-52.7,-0.025856571195144,5.72530068374432e-05,8.01149057744286,0
-70.7,-52.7,-0.0237132211465003,0.000125461528415475,8.70097843362895,0
-69.7,-52.7,-0.0230718552190555,0.000158659563394738,8.89910425806827,0
-69.2,-52.7,-0.0224833439333776,0.00019679925650507,9.11566614728971,0
-68.7,-52.7,-0.0243832034123194,9.81777534946063e-05,8.809662197616,0
-74.7,-52.2,-0.0284404785300108,2.22364643588807e-05,7.79652990857875,0
-74.2,-52.2,-0.0284464423559557,2.21879365871154e-05,7.58199981310411,0
-73.7,-52.2,-0.0291331951036198,1.72564225346626e-05,6.77641777527419,0
-73.2,-52.2,-0.028852840821548,1.91211699345621e-05,6.7501360623281,0
-72.7,-52.2,-0.0267686300608722,4.1003160583207e-05,7.77984902320522,0
-72.2,-52.2,-0.0267686300608722,4.1003160583207e-05,7.77984902320522,0
-71.7,-52.2,-0.024789031526029,8.46245394299194e-05,8.39916653935889,0
-71.2,-52.2,-0.0244858687838063,9.45553201094848e-05,8.35583905867697,0
-70.7,-52.2,-0.0229421989554422,0.000166369325659751,8.75464183193574,0
-70.2,-52.2,-0.020252491208501,0.000445303553260084,9.48716635460355,0
-69.7,-52.2,-0.020252491208501,0.000445303553260084,9.48716635460355,0
-69.2,-52.2,-0.0190301886982073,0.000696576618632821,9.81863067885593,0
-68.7,-52.2,-0.0214621030428292,0.000286000031636035,9.47996988901438,0
-59.7,-52.2,-0.0264268176529202,4.64680325395825e-05,8.29794103070665,0
-73.7,-51.7,-0.0287011769280691,2.02126389769761e-05,7.09735868439756,0
-73.2,-51.7,-0.0295780715473254,1.46633625703911e-05,5.93393309703671,0
-72.7,-51.7,-0.0283961925504759,2.25995634334977e-05,6.63525502125843,0
-72.2,-51.7,-0.0283961925504759,2.25995634334977e-05,6.63525502125843,0
-71.7,-51.7,-0.027553202204587,3.07679515368499e-05,6.92968320248269,0
-71.2,-51.7,-0.0241034806804155,0.000108759461547321,8.31930001988247,0
