lat,lon,status,host
-26.15593,28.05363,Present,Platanus x acerifolia
-26.1559,28.04748,Present,Liquidambar styraciflua
-26.15586,28.05359,Present,Platanus x acerifolia
-26.15579,28.05366,Present,Platanus x acerifolia
-26.15572,28.04739,Present,Liquidambar styraciflua
-26.15479296,28.01909533,Present,Platanus racemosa
-26.15465182,28.01915073,Present,Platanus sp.
-26.15419525,28.00133851,Present,Platanus x acerifolia
-26.15417854,28.00119256,Present,Platanus x acerifolia
-26.15413333,28.001195,Present,Platanus x acerifolia
-26.15411167,28.00125573,Present,Platanus x acerifolia
-26.15406542,28.00229924,Present,Platanus x acerifolia
-26.1539722,28.0166008,Present,Platanus x acerifolia
-26.15391031,28.00181625,Present,Platanus x acerifolia
-26.15367211,28.03215861,Present,Acer buergerianum
-26.1535677,28.0322618,Present,Quercus sp.
-26.1504516,28.0015911,Present,Eucalyptus sp.
-26.14902,28.0019571,Present,Platanus x acerifolia
-26.14810533,28.03751254,Present,Platanus racemosa
-26.1479384,28.0371105,Present,Platanus racemosa
-26.1476477,28.0393217,Present,Platanus racemosa
-26.1476325,28.039326,Present,Platanus racemosa
-26.14632494,28.03711782,Present,Platanus racemosa
-26.14625053,28.03874884,Present,Platanus x acerifolia
-26.1462422,28.03703471,Present,Platanus racemosa
-26.1461478,28.0389373,Present,Platanus x acerifolia
-26.14596396,28.03874508,Present,Platanus x acerifolia
-26.1458231,28.0387437,Present,Platanus x acerifolia
-26.1456916,28.0387105,Present,Platanus x acerifolia
-26.14484243,28.03415626,Present,Platanus x acerifolia
-26.14472575,28.03418627,Present,Platanus x acerifolia
-26.14468854,28.0259227,Present,Platanus x acerifolia
-26.14241451,28.03629359,Present,Platanus racemosa
-26.14172805,28.03557817,Present,Platanus x acerifolia
-26.14153045,28.03551455,Present,Platanus x acerifolia
-26.14152546,28.03562989,Present,Platanus x acerifolia
-26.14143309,28.0356127,Present,Platanus x acerifolia
-26.14131738,28.03559259,Present,Platanus x acerifolia
-26.14119312,28.03557607,Present,Platanus x acerifolia
-26.14115624,28.03551857,Present,Platanus x acerifolia
-26.14105771,28.03548949,Present,Platanus x acerifolia
-26.14094677,28.03544129,Present,Platanus x acerifolia
-26.14086907,28.03522185,Present,Platanus x acerifolia
-26.1408446,28.03525832,Present,Platanus x acerifolia
-26.14083756,28.035491,Present,Platanus x acerifolia
-26.14076996,28.03541346,Present,Platanus x acerifolia
-26.140511,28.03532654,Present,Platanus x acerifolia
-26.1404865,28.0351818,Present,Platanus x acerifolia
-26.14041146,28.03524138,Present,Platanus x acerifolia
-26.14033489,28.03528145,Present,Platanus x acerifolia
-26.1403277,28.0358948,Present,Platanus racemosa
-26.140243,28.035074,Present,Platanus x acerifolia
-26.14015347,28.03518933,Present,Platanus racemosa
-26.14014739,28.03509085,Present,Platanus x acerifolia
-26.14010951,28.03519,Present,Platanus racemosa
-26.14004534,28.03503603,Present,Platanus x acerifolia
-26.13981065,28.03514533,Present,Platanus racemosa
-26.13970602,28.03572714,Present,Platanus x acerifolia
-26.13934206,28.03482397,Present,Platanus x acerifolia
-26.13915937,28.03472053,Present,Platanus x acerifolia
-26.13912715,28.03485624,Present,Platanus x acerifolia
-26.1390466,28.0346984,Present,Platanus x acerifolia
-26.13904593,28.03486814,Present,Platanus x acerifolia
-26.13894254,28.03468038,Present,Platanus x acerifolia
-26.1384861,28.0346957,Present,Platanus x acerifolia
-26.13820899,28.05034197,Present,Platanus x acerifolia
