"","lon","lat"
"64415",138.6,-32.2
"64416",138.7,-32.2
"64417",138.8,-32.2
"64418",138.9,-32.2
"64419",139,-32.2
"64420",139.1,-32.2
"64421",139.2,-32.2
"64422",139.3,-32.2
"64423",139.4,-32.2
"64424",139.5,-32.2
"64425",139.6,-32.2
"64426",139.7,-32.2
"64427",139.8,-32.2
"64428",139.9,-32.2
"64429",140,-32.2
"64430",140.1,-32.2
"64431",140.2,-32.2
"64432",140.3,-32.2
"64433",140.4,-32.2
"64434",140.5,-32.2
"64435",140.6,-32.2
"64436",140.7,-32.2
"64437",140.8,-32.2
"64438",140.9,-32.2
"64439",141,-32.2
"64440",141.1,-32.2
"64441",141.2,-32.2
"64442",141.3,-32.2
"64443",141.4,-32.2
"64444",141.5,-32.2
"64445",141.6,-32.2
"64446",141.7,-32.2
"64447",141.8,-32.2
"64448",141.9,-32.2
"64449",142,-32.2
"64450",142.1,-32.2
"64451",142.2,-32.2
"64452",142.3,-32.2
"64453",142.4,-32.2
"64454",142.5,-32.2
"64455",142.6,-32.2
"64456",142.7,-32.2
"64457",142.8,-32.2
"64458",142.9,-32.2
"64459",143,-32.2
"64460",143.1,-32.2
"64461",143.2,-32.2
"64462",143.3,-32.2
"64463",143.4,-32.2
"64464",143.5,-32.2
"64465",143.6,-32.2
"64466",143.7,-32.2
"64467",143.8,-32.2
"64468",143.9,-32.2
"64469",144,-32.2
"64470",144.1,-32.2
"64471",144.2,-32.2
"64472",144.3,-32.2
"64473",144.4,-32.2
"64474",144.5,-32.2
"64475",144.6,-32.2
"64476",144.7,-32.2
"64477",144.8,-32.2
"64478",144.9,-32.2
"64479",145,-32.2
"64480",145.1,-32.2
"64481",145.2,-32.2
"64482",145.3,-32.2
"64483",145.4,-32.2
"64484",145.5,-32.2
"64485",145.6,-32.2
"64486",145.7,-32.2
"64487",145.8,-32.2
"64488",145.9,-32.2
"64489",146,-32.2
"64490",146.1,-32.2
"64491",146.2,-32.2
"64492",146.3,-32.2
"64493",146.4,-32.2
"64494",146.5,-32.2
"64495",146.6,-32.2
"64496",146.7,-32.2
"64497",146.8,-32.2
"64498",146.9,-32.2
"64499",147,-32.2
"64500",147.1,-32.2
"64501",147.2,-32.2
"64502",147.3,-32.2
"64503",147.4,-32.2
"64504",147.5,-32.2
"64505",147.6,-32.2
"64506",147.7,-32.2
"64507",147.8,-32.2
"64508",147.9,-32.2
"64509",148,-32.2
"64510",148.1,-32.2
"64511",148.2,-32.2
"64512",148.3,-32.2
"64513",148.4,-32.2
"64514",148.5,-32.2
"64515",148.6,-32.2
"64516",148.7,-32.2
"64517",148.8,-32.2
"64518",148.9,-32.2
"64519",149,-32.2
"64520",149.1,-32.2
"64521",149.2,-32.2
"64522",149.3,-32.2
"64523",149.4,-32.2
"64524",149.5,-32.2
"64525",149.6,-32.2
"64526",149.7,-32.2
"64527",149.8,-32.2
"64528",149.9,-32.2
"64529",150,-32.2
"64530",150.1,-32.2
"64531",150.2,-32.2
"64532",150.3,-32.2
"64533",150.4,-32.2
"64534",150.5,-32.2
"64535",150.6,-32.2
"64536",150.7,-32.2
"64537",150.8,-32.2
"64538",150.9,-32.2
"64539",151,-32.2
"64540",151.1,-32.2
"64541",151.2,-32.2
"64542",151.3,-32.2
"64543",151.4,-32.2
"64544",151.5,-32.2
"64545",151.6,-32.2
"64546",151.7,-32.2
"64547",151.8,-32.2
"64548",151.9,-32.2
"64549",152,-32.2
"64550",152.1,-32.2
"64551",152.2,-32.2
"64552",152.3,-32.2
"64553",152.4,-32.2
"64554",152.5,-32.2
"64688",115.8,-32.1
"64689",115.9,-32.1
"64690",116,-32.1
"64691",116.1,-32.1
"64692",116.2,-32.1
"64693",116.3,-32.1
"64694",116.4,-32.1
"64695",116.5,-32.1
"64696",116.6,-32.1
"64697",116.7,-32.1
"64698",116.8,-32.1
"64699",116.9,-32.1
"64700",117,-32.1
"64701",117.1,-32.1
"64702",117.2,-32.1
"64703",117.3,-32.1
"64704",117.4,-32.1
"64705",117.5,-32.1
"64706",117.6,-32.1
"64707",117.7,-32.1
"64708",117.8,-32.1
"64709",117.9,-32.1
"64710",118,-32.1
"64711",118.1,-32.1
"64712",118.2,-32.1
"64713",118.3,-32.1
"64714",118.4,-32.1
"64715",118.5,-32.1
"64716",118.6,-32.1
"64717",118.7,-32.1
"64718",118.8,-32.1
"64719",118.9,-32.1
"64720",119,-32.1
"64721",119.1,-32.1
"64722",119.2,-32.1
"64723",119.3,-32.1
"64724",119.4,-32.1
"64725",119.5,-32.1
"64726",119.6,-32.1
"64727",119.7,-32.1
"64728",119.8,-32.1
"64729",119.9,-32.1
"64730",120,-32.1
"64731",120.1,-32.1
"64732",120.2,-32.1
"64733",120.3,-32.1
"64734",120.4,-32.1
"64735",120.5,-32.1
"64736",120.6,-32.1
"64737",120.7,-32.1
"64738",120.8,-32.1
"64739",120.9,-32.1
"64740",121,-32.1
"64741",121.1,-32.1
"64742",121.2,-32.1
"64743",121.3,-32.1
"64744",121.4,-32.1
"64745",121.5,-32.1
"64746",121.6,-32.1
"64747",121.7,-32.1
"64748",121.8,-32.1
"64749",121.9,-32.1
"64750",122,-32.1
"64751",122.1,-32.1
"64752",122.2,-32.1
"64753",122.3,-32.1
"64754",122.4,-32.1
"64755",122.5,-32.1
"64756",122.6,-32.1
"64757",122.7,-32.1
"64758",122.8,-32.1
"64759",122.9,-32.1
"64760",123,-32.1
"64761",123.1,-32.1
"64762",123.2,-32.1
"64763",123.3,-32.1
"64764",123.4,-32.1
"64765",123.5,-32.1
"64766",123.6,-32.1
"64767",123.7,-32.1
"64768",123.8,-32.1
"64769",123.9,-32.1
"64770",124,-32.1
"64771",124.1,-32.1
"64772",124.2,-32.1
"64773",124.3,-32.1
"64774",124.4,-32.1
"64775",124.5,-32.1
"64776",124.6,-32.1
"64777",124.7,-32.1
"64778",124.8,-32.1
"64779",124.9,-32.1
"64780",125,-32.1
"64781",125.1,-32.1
"64782",125.2,-32.1
"64783",125.3,-32.1
"64784",125.4,-32.1
"64785",125.5,-32.1
"64786",125.6,-32.1
"64787",125.7,-32.1
"64788",125.8,-32.1
"64789",125.9,-32.1
"64790",126,-32.1
"64791",126.1,-32.1
"64792",126.2,-32.1
"64793",126.3,-32.1
"64794",126.4,-32.1
"64795",126.5,-32.1
"64796",126.6,-32.1
"64797",126.7,-32.1
"64798",126.8,-32.1
"64799",126.9,-32.1
"64800",127,-32.1
"64801",127.1,-32.1
"64802",127.2,-32.1
"64803",127.3,-32.1
"64804",127.4,-32.1
"64805",127.5,-32.1
"64806",127.6,-32.1
"64807",127.7,-32.1
"64808",127.8,-32.1
"64809",127.9,-32.1
"64861",133.1,-32.1
"64862",133.2,-32.1
"64863",133.3,-32.1
"64864",133.4,-32.1
"64865",133.5,-32.1
"64867",133.7,-32.1
"64868",133.8,-32.1
"64869",133.9,-32.1
"64870",134,-32.1
"64871",134.1,-32.1
"64872",134.2,-32.1
"64873",134.3,-32.1
"64874",134.4,-32.1
"64875",134.5,-32.1
"64876",134.6,-32.1
"64877",134.7,-32.1
"64878",134.8,-32.1
"64879",134.9,-32.1
"64880",135,-32.1
"64881",135.1,-32.1
"64882",135.2,-32.1
"64883",135.3,-32.1
"64884",135.4,-32.1
"64885",135.5,-32.1
"64886",135.6,-32.1
"64887",135.7,-32.1
"64888",135.8,-32.1
"64889",135.9,-32.1
"64890",136,-32.1
"64891",136.1,-32.1
"64892",136.2,-32.1
"64893",136.3,-32.1
"64894",136.4,-32.1
"64895",136.5,-32.1
"64896",136.6,-32.1
"64897",136.7,-32.1
"64898",136.8,-32.1
"64899",136.9,-32.1
"64900",137,-32.1
"64901",137.1,-32.1
"64902",137.2,-32.1
"64903",137.3,-32.1
"64904",137.4,-32.1
"64905",137.5,-32.1
"64906",137.6,-32.1
"64907",137.7,-32.1
"64908",137.8,-32.1
"64909",137.9,-32.1
"64910",138,-32.1
"64911",138.1,-32.1
"64912",138.2,-32.1
"64913",138.3,-32.1
"64914",138.4,-32.1
"64915",138.5,-32.1
"64916",138.6,-32.1
"64917",138.7,-32.1
"64918",138.8,-32.1
"64919",138.9,-32.1
"64920",139,-32.1
"64921",139.1,-32.1
"64922",139.2,-32.1
"64923",139.3,-32.1
"64924",139.4,-32.1
"64925",139.5,-32.1
"64926",139.6,-32.1
"64927",139.7,-32.1
"64928",139.8,-32.1
"64929",139.9,-32.1
"64930",140,-32.1
"64931",140.1,-32.1
"64932",140.2,-32.1
"64933",140.3,-32.1
"64934",140.4,-32.1
"64935",140.5,-32.1
"64936",140.6,-32.1
"64937",140.7,-32.1
"64938",140.8,-32.1
"64939",140.9,-32.1
"64940",141,-32.1
"64941",141.1,-32.1
"64942",141.2,-32.1
"64943",141.3,-32.1
"64944",141.4,-32.1
"64945",141.5,-32.1
"64946",141.6,-32.1
"64947",141.7,-32.1
"64948",141.8,-32.1
"64949",141.9,-32.1
"64950",142,-32.1
"64951",142.1,-32.1
"64952",142.2,-32.1
"64953",142.3,-32.1
"64954",142.4,-32.1
"64955",142.5,-32.1
"64956",142.6,-32.1
"64957",142.7,-32.1
"64958",142.8,-32.1
"64959",142.9,-32.1
"64960",143,-32.1
"64961",143.1,-32.1
"64962",143.2,-32.1
"64963",143.3,-32.1
"64964",143.4,-32.1
"64965",143.5,-32.1
"64966",143.6,-32.1
"64967",143.7,-32.1
"64968",143.8,-32.1
"64969",143.9,-32.1
"64970",144,-32.1
"64971",144.1,-32.1
"64972",144.2,-32.1
"64973",144.3,-32.1
"64974",144.4,-32.1
"64975",144.5,-32.1
"64976",144.6,-32.1
"64977",144.7,-32.1
"64978",144.8,-32.1
"64979",144.9,-32.1
"64980",145,-32.1
"64981",145.1,-32.1
"64982",145.2,-32.1
"64983",145.3,-32.1
"64984",145.4,-32.1
"64985",145.5,-32.1
"64986",145.6,-32.1
"64987",145.7,-32.1
"64988",145.8,-32.1
"64989",145.9,-32.1
"64990",146,-32.1
"64991",146.1,-32.1
"64992",146.2,-32.1
"64993",146.3,-32.1
"64994",146.4,-32.1
"64995",146.5,-32.1
"64996",146.6,-32.1
"64997",146.7,-32.1
"64998",146.8,-32.1
"64999",146.9,-32.1
"65000",147,-32.1
"65001",147.1,-32.1
"65002",147.2,-32.1
"65003",147.3,-32.1
"65004",147.4,-32.1
"65005",147.5,-32.1
"65006",147.6,-32.1
"65007",147.7,-32.1
"65008",147.8,-32.1
"65009",147.9,-32.1
"65010",148,-32.1
"65011",148.1,-32.1
"65012",148.2,-32.1
"65013",148.3,-32.1
"65014",148.4,-32.1
"65015",148.5,-32.1
"65016",148.6,-32.1
"65017",148.7,-32.1
"65018",148.8,-32.1
"65019",148.9,-32.1
"65020",149,-32.1
"65021",149.1,-32.1
"65022",149.2,-32.1
"65023",149.3,-32.1
"65024",149.4,-32.1
"65025",149.5,-32.1
"65026",149.6,-32.1
"65027",149.7,-32.1
"65028",149.8,-32.1
"65029",149.9,-32.1
"65030",150,-32.1
"65031",150.1,-32.1
"65032",150.2,-32.1
"65033",150.3,-32.1
"65034",150.4,-32.1
"65035",150.5,-32.1
"65036",150.6,-32.1
"65037",150.7,-32.1
"65038",150.8,-32.1
"65039",150.9,-32.1
"65040",151,-32.1
"65041",151.1,-32.1
"65042",151.2,-32.1
"65043",151.3,-32.1
"65044",151.4,-32.1
"65045",151.5,-32.1
"65046",151.6,-32.1
"65047",151.7,-32.1
"65048",151.8,-32.1
"65049",151.9,-32.1
"65050",152,-32.1
"65051",152.1,-32.1
"65052",152.2,-32.1
"65053",152.3,-32.1
"65054",152.4,-32.1
"65055",152.5,-32.1
"65186",115.5,-32
"65189",115.8,-32
"65190",115.9,-32
"65191",116,-32
"65192",116.1,-32
"65193",116.2,-32
"65194",116.3,-32
"65195",116.4,-32
"65196",116.5,-32
"65197",116.6,-32
"65198",116.7,-32
"65199",116.8,-32
"65200",116.9,-32
"65201",117,-32
"65202",117.1,-32
"65203",117.2,-32
"65204",117.3,-32
"65205",117.4,-32
"65206",117.5,-32
"65207",117.6,-32
"65208",117.7,-32
"65209",117.8,-32
"65210",117.9,-32
"65211",118,-32
"65212",118.1,-32
"65213",118.2,-32
"65214",118.3,-32
"65215",118.4,-32
"65216",118.5,-32
"65217",118.6,-32
"65218",118.7,-32
"65219",118.8,-32
"65220",118.9,-32
"65221",119,-32
"65222",119.1,-32
"65223",119.2,-32
"65224",119.3,-32
"65225",119.4,-32
"65226",119.5,-32
"65227",119.6,-32
"65228",119.7,-32
"65229",119.8,-32
"65230",119.9,-32
"65231",120,-32
"65232",120.1,-32
"65233",120.2,-32
"65234",120.3,-32
"65235",120.4,-32
"65236",120.5,-32
"65237",120.6,-32
"65238",120.7,-32
"65239",120.8,-32
"65240",120.9,-32
"65241",121,-32
"65242",121.1,-32
"65243",121.2,-32
"65244",121.3,-32
"65245",121.4,-32
"65246",121.5,-32
"65247",121.6,-32
"65248",121.7,-32
"65249",121.8,-32
"65250",121.9,-32
"65251",122,-32
"65252",122.1,-32
"65253",122.2,-32
"65254",122.3,-32
"65255",122.4,-32
"65256",122.5,-32
"65257",122.6,-32
"65258",122.7,-32
"65259",122.8,-32
"65260",122.9,-32
"65261",123,-32
"65262",123.1,-32
"65263",123.2,-32
"65264",123.3,-32
"65265",123.4,-32
"65266",123.5,-32
"65267",123.6,-32
"65268",123.7,-32
"65269",123.8,-32
"65270",123.9,-32
"65271",124,-32
"65272",124.1,-32
"65273",124.2,-32
"65274",124.3,-32
"65275",124.4,-32
"65276",124.5,-32
"65277",124.6,-32
"65278",124.7,-32
"65279",124.8,-32
"65280",124.9,-32
"65281",125,-32
"65282",125.1,-32
"65283",125.2,-32
"65284",125.3,-32
"65285",125.4,-32
"65286",125.5,-32
"65287",125.6,-32
"65288",125.7,-32
"65289",125.8,-32
"65290",125.9,-32
"65291",126,-32
"65292",126.1,-32
"65293",126.2,-32
"65294",126.3,-32
"65295",126.4,-32
"65296",126.5,-32
"65297",126.6,-32
"65298",126.7,-32
"65299",126.8,-32
"65300",126.9,-32
"65301",127,-32
"65302",127.1,-32
"65303",127.2,-32
"65304",127.3,-32
"65305",127.4,-32
"65306",127.5,-32
"65307",127.6,-32
"65308",127.7,-32
"65309",127.8,-32
"65310",127.9,-32
"65311",128,-32
"65312",128.1,-32
"65313",128.2,-32
"65353",132.2,-32
"65354",132.3,-32
"65355",132.4,-32
"65360",132.9,-32
"65361",133,-32
"65362",133.1,-32
"65363",133.2,-32
"65364",133.3,-32
"65365",133.4,-32
"65366",133.5,-32
"65367",133.6,-32
"65368",133.7,-32
"65369",133.8,-32
"65370",133.9,-32
"65371",134,-32
"65372",134.1,-32
"65373",134.2,-32
"65374",134.3,-32
"65375",134.4,-32
"65376",134.5,-32
"65377",134.6,-32
"65378",134.7,-32
"65379",134.8,-32
"65380",134.9,-32
"65381",135,-32
"65382",135.1,-32
"65383",135.2,-32
"65384",135.3,-32
"65385",135.4,-32
"65386",135.5,-32
"65387",135.6,-32
"65388",135.7,-32
"65389",135.8,-32
"65390",135.9,-32
"65391",136,-32
"65392",136.1,-32
"65393",136.2,-32
"65394",136.3,-32
"65395",136.4,-32
"65396",136.5,-32
"65397",136.6,-32
"65398",136.7,-32
"65399",136.8,-32
"65400",136.9,-32
"65401",137,-32
"65402",137.1,-32
"65403",137.2,-32
"65404",137.3,-32
"65405",137.4,-32
"65406",137.5,-32
"65407",137.6,-32
"65408",137.7,-32
"65409",137.8,-32
"65410",137.9,-32
"65411",138,-32
"65412",138.1,-32
"65413",138.2,-32
"65414",138.3,-32
"65415",138.4,-32
"65416",138.5,-32
"65417",138.6,-32
"65418",138.7,-32
"65419",138.8,-32
"65420",138.9,-32
"65421",139,-32
"65422",139.1,-32
"65423",139.2,-32
"65424",139.3,-32
"65425",139.4,-32
"65426",139.5,-32
"65427",139.6,-32
"65428",139.7,-32
"65429",139.8,-32
"65430",139.9,-32
"65431",140,-32
"65432",140.1,-32
"65433",140.2,-32
"65434",140.3,-32
"65435",140.4,-32
"65436",140.5,-32
"65437",140.6,-32
"65438",140.7,-32
"65439",140.8,-32
"65440",140.9,-32
"65441",141,-32
"65442",141.1,-32
"65443",141.2,-32
"65444",141.3,-32
"65445",141.4,-32
"65446",141.5,-32
"65447",141.6,-32
"65448",141.7,-32
"65449",141.8,-32
"65450",141.9,-32
"65451",142,-32
"65452",142.1,-32
"65453",142.2,-32
"65454",142.3,-32
"65455",142.4,-32
"65456",142.5,-32
"65457",142.6,-32
"65458",142.7,-32
"65459",142.8,-32
"65460",142.9,-32
"65461",143,-32
"65462",143.1,-32
"65463",143.2,-32
"65464",143.3,-32
"65465",143.4,-32
"65466",143.5,-32
"65467",143.6,-32
"65468",143.7,-32
"65469",143.8,-32
"65470",143.9,-32
"65471",144,-32
"65472",144.1,-32
"65473",144.2,-32
"65474",144.3,-32
"65475",144.4,-32
"65476",144.5,-32
"65477",144.6,-32
"65478",144.7,-32
"65479",144.8,-32
"65480",144.9,-32
"65481",145,-32
"65482",145.1,-32
"65483",145.2,-32
"65484",145.3,-32
"65485",145.4,-32
"65486",145.5,-32
"65487",145.6,-32
"65488",145.7,-32
"65489",145.8,-32
"65490",145.9,-32
"65491",146,-32
"65492",146.1,-32
"65493",146.2,-32
"65494",146.3,-32
"65495",146.4,-32
"65496",146.5,-32
"65497",146.6,-32
"65498",146.7,-32
"65499",146.8,-32
"65500",146.9,-32
"65501",147,-32
"65502",147.1,-32
"65503",147.2,-32
"65504",147.3,-32
"65505",147.4,-32
"65506",147.5,-32
"65507",147.6,-32
"65508",147.7,-32
"65509",147.8,-32
"65510",147.9,-32
"65511",148,-32
"65512",148.1,-32
"65513",148.2,-32
"65514",148.3,-32
"65515",148.4,-32
"65516",148.5,-32
"65517",148.6,-32
"65518",148.7,-32
"65519",148.8,-32
"65520",148.9,-32
"65521",149,-32
"65522",149.1,-32
"65523",149.2,-32
"65524",149.3,-32
"65525",149.4,-32
"65526",149.5,-32
"65527",149.6,-32
"65528",149.7,-32
"65529",149.8,-32
"65530",149.9,-32
"65531",150,-32
"65532",150.1,-32
"65533",150.2,-32
"65534",150.3,-32
"65535",150.4,-32
"65536",150.5,-32
"65537",150.6,-32
"65538",150.7,-32
"65539",150.8,-32
"65540",150.9,-32
"65541",151,-32
"65542",151.1,-32
"65543",151.2,-32
"65544",151.3,-32
"65545",151.4,-32
"65546",151.5,-32
"65547",151.6,-32
"65548",151.7,-32
"65549",151.8,-32
"65550",151.9,-32
"65551",152,-32
"65552",152.1,-32
"65553",152.2,-32
"65554",152.3,-32
"65555",152.4,-32
"65556",152.5,-32
"65690",115.8,-31.9
"65691",115.9,-31.9
"65692",116,-31.9
"65693",116.1,-31.9
"65694",116.2,-31.9
"65695",116.3,-31.9
"65696",116.4,-31.9
"65697",116.5,-31.9
"65698",116.6,-31.9
"65699",116.7,-31.9
"65700",116.8,-31.9
"65701",116.9,-31.9
"65702",117,-31.9
"65703",117.1,-31.9
"65704",117.2,-31.9
"65705",117.3,-31.9
"65706",117.4,-31.9
"65707",117.5,-31.9
"65708",117.6,-31.9
"65709",117.7,-31.9
"65710",117.8,-31.9
"65711",117.9,-31.9
"65712",118,-31.9
"65713",118.1,-31.9
"65714",118.2,-31.9
"65715",118.3,-31.9
"65716",118.4,-31.9
"65717",118.5,-31.9
"65718",118.6,-31.9
"65719",118.7,-31.9
"65720",118.8,-31.9
"65721",118.9,-31.9
"65722",119,-31.9
"65723",119.1,-31.9
"65724",119.2,-31.9
"65725",119.3,-31.9
"65726",119.4,-31.9
"65727",119.5,-31.9
"65728",119.6,-31.9
"65729",119.7,-31.9
"65730",119.8,-31.9
"65731",119.9,-31.9
"65732",120,-31.9
"65733",120.1,-31.9
"65734",120.2,-31.9
"65735",120.3,-31.9
"65736",120.4,-31.9
"65737",120.5,-31.9
"65738",120.6,-31.9
"65739",120.7,-31.9
"65740",120.8,-31.9
"65741",120.9,-31.9
"65742",121,-31.9
"65743",121.1,-31.9
"65744",121.2,-31.9
"65745",121.3,-31.9
"65746",121.4,-31.9
"65747",121.5,-31.9
"65748",121.6,-31.9
"65749",121.7,-31.9
"65750",121.8,-31.9
"65751",121.9,-31.9
"65752",122,-31.9
"65753",122.1,-31.9
"65754",122.2,-31.9
"65755",122.3,-31.9
"65756",122.4,-31.9
"65757",122.5,-31.9
"65758",122.6,-31.9
"65759",122.7,-31.9
"65760",122.8,-31.9
"65761",122.9,-31.9
"65762",123,-31.9
"65763",123.1,-31.9
"65764",123.2,-31.9
"65765",123.3,-31.9
"65766",123.4,-31.9
"65767",123.5,-31.9
"65768",123.6,-31.9
"65769",123.7,-31.9
"65770",123.8,-31.9
"65771",123.9,-31.9
"65772",124,-31.9
"65773",124.1,-31.9
"65774",124.2,-31.9
"65775",124.3,-31.9
"65776",124.4,-31.9
"65777",124.5,-31.9
"65778",124.6,-31.9
"65779",124.7,-31.9
"65780",124.8,-31.9
"65781",124.9,-31.9
"65782",125,-31.9
"65783",125.1,-31.9
"65784",125.2,-31.9
"65785",125.3,-31.9
"65786",125.4,-31.9
"65787",125.5,-31.9
"65788",125.6,-31.9
"65789",125.7,-31.9
"65790",125.8,-31.9
"65791",125.9,-31.9
"65792",126,-31.9
"65793",126.1,-31.9
"65794",126.2,-31.9
"65795",126.3,-31.9
"65796",126.4,-31.9
"65797",126.5,-31.9
"65798",126.6,-31.9
"65799",126.7,-31.9
"65800",126.8,-31.9
"65801",126.9,-31.9
"65802",127,-31.9
"65803",127.1,-31.9
"65804",127.2,-31.9
"65805",127.3,-31.9
"65806",127.4,-31.9
"65807",127.5,-31.9
"65808",127.6,-31.9
"65809",127.7,-31.9
"65810",127.8,-31.9
"65811",127.9,-31.9
"65812",128,-31.9
"65813",128.1,-31.9
"65814",128.2,-31.9
"65815",128.3,-31.9
"65816",128.4,-31.9
"65817",128.5,-31.9
"65853",132.1,-31.9
"65854",132.2,-31.9
"65855",132.3,-31.9
"65856",132.4,-31.9
"65857",132.5,-31.9
"65858",132.6,-31.9
"65859",132.7,-31.9
"65860",132.8,-31.9
"65861",132.9,-31.9
"65862",133,-31.9
"65863",133.1,-31.9
"65864",133.2,-31.9
"65865",133.3,-31.9
"65866",133.4,-31.9
"65867",133.5,-31.9
"65868",133.6,-31.9
"65869",133.7,-31.9
"65870",133.8,-31.9
"65871",133.9,-31.9
"65872",134,-31.9
"65873",134.1,-31.9
"65874",134.2,-31.9
"65875",134.3,-31.9
"65876",134.4,-31.9
"65877",134.5,-31.9
"65878",134.6,-31.9
"65879",134.7,-31.9
"65880",134.8,-31.9
"65881",134.9,-31.9
"65882",135,-31.9
"65883",135.1,-31.9
"65884",135.2,-31.9
"65885",135.3,-31.9
"65886",135.4,-31.9
"65887",135.5,-31.9
"65888",135.6,-31.9
"65889",135.7,-31.9
"65890",135.8,-31.9
"65891",135.9,-31.9
"65892",136,-31.9
"65893",136.1,-31.9
"65894",136.2,-31.9
"65895",136.3,-31.9
"65896",136.4,-31.9
"65897",136.5,-31.9
"65898",136.6,-31.9
"65899",136.7,-31.9
"65900",136.8,-31.9
"65901",136.9,-31.9
"65902",137,-31.9
"65903",137.1,-31.9
"65904",137.2,-31.9
"65905",137.3,-31.9
"65906",137.4,-31.9
"65907",137.5,-31.9
"65908",137.6,-31.9
"65909",137.7,-31.9
"65910",137.8,-31.9
"65911",137.9,-31.9
"65912",138,-31.9
"65913",138.1,-31.9
"65914",138.2,-31.9
"65915",138.3,-31.9
"65916",138.4,-31.9
"65917",138.5,-31.9
"65918",138.6,-31.9
"65919",138.7,-31.9
"65920",138.8,-31.9
"65921",138.9,-31.9
"65922",139,-31.9
"65923",139.1,-31.9
"65924",139.2,-31.9
"65925",139.3,-31.9
"65926",139.4,-31.9
"65927",139.5,-31.9
"65928",139.6,-31.9
"65929",139.7,-31.9
"65930",139.8,-31.9
"65931",139.9,-31.9
"65932",140,-31.9
"65933",140.1,-31.9
"65934",140.2,-31.9
"65935",140.3,-31.9
"65936",140.4,-31.9
"65937",140.5,-31.9
"65938",140.6,-31.9
"65939",140.7,-31.9
"65940",140.8,-31.9
"65941",140.9,-31.9
"65942",141,-31.9
"65943",141.1,-31.9
"65944",141.2,-31.9
"65945",141.3,-31.9
"65946",141.4,-31.9
"65947",141.5,-31.9
"65948",141.6,-31.9
"65949",141.7,-31.9
"65950",141.8,-31.9
"65951",141.9,-31.9
"65952",142,-31.9
"65953",142.1,-31.9
"65954",142.2,-31.9
"65955",142.3,-31.9
"65956",142.4,-31.9
"65957",142.5,-31.9
"65958",142.6,-31.9
"65959",142.7,-31.9
"65960",142.8,-31.9
"65961",142.9,-31.9
"65962",143,-31.9
"65963",143.1,-31.9
"65964",143.2,-31.9
"65965",143.3,-31.9
"65966",143.4,-31.9
"65967",143.5,-31.9
"65968",143.6,-31.9
"65969",143.7,-31.9
"65970",143.8,-31.9
"65971",143.9,-31.9
"65972",144,-31.9
"65973",144.1,-31.9
"65974",144.2,-31.9
"65975",144.3,-31.9
"65976",144.4,-31.9
"65977",144.5,-31.9
"65978",144.6,-31.9
"65979",144.7,-31.9
"65980",144.8,-31.9
"65981",144.9,-31.9
"65982",145,-31.9
"65983",145.1,-31.9
"65984",145.2,-31.9
"65985",145.3,-31.9
"65986",145.4,-31.9
"65987",145.5,-31.9
"65988",145.6,-31.9
"65989",145.7,-31.9
"65990",145.8,-31.9
"65991",145.9,-31.9
"65992",146,-31.9
"65993",146.1,-31.9
"65994",146.2,-31.9
"65995",146.3,-31.9
"65996",146.4,-31.9
"65997",146.5,-31.9
"65998",146.6,-31.9
"65999",146.7,-31.9
"66000",146.8,-31.9
"66001",146.9,-31.9
"66002",147,-31.9
"66003",147.1,-31.9
"66004",147.2,-31.9
"66005",147.3,-31.9
"66006",147.4,-31.9
"66007",147.5,-31.9
"66008",147.6,-31.9
"66009",147.7,-31.9
"66010",147.8,-31.9
"66011",147.9,-31.9
"66012",148,-31.9
"66013",148.1,-31.9
"66014",148.2,-31.9
"66015",148.3,-31.9
"66016",148.4,-31.9
"66017",148.5,-31.9
"66018",148.6,-31.9
"66019",148.7,-31.9
"66020",148.8,-31.9
"66021",148.9,-31.9
"66022",149,-31.9
"66023",149.1,-31.9
"66024",149.2,-31.9
"66025",149.3,-31.9
"66026",149.4,-31.9
"66027",149.5,-31.9
"66028",149.6,-31.9
"66029",149.7,-31.9
"66030",149.8,-31.9
"66031",149.9,-31.9
"66032",150,-31.9
"66033",150.1,-31.9
"66034",150.2,-31.9
"66035",150.3,-31.9
"66036",150.4,-31.9
"66037",150.5,-31.9
"66038",150.6,-31.9
"66039",150.7,-31.9
"66040",150.8,-31.9
"66041",150.9,-31.9
"66042",151,-31.9
"66043",151.1,-31.9
"66044",151.2,-31.9
"66045",151.3,-31.9
"66046",151.4,-31.9
"66047",151.5,-31.9
"66048",151.6,-31.9
"66049",151.7,-31.9
"66050",151.8,-31.9
"66051",151.9,-31.9
"66052",152,-31.9
"66053",152.1,-31.9
"66054",152.2,-31.9
"66055",152.3,-31.9
"66056",152.4,-31.9
"66057",152.5,-31.9
"66058",152.6,-31.9
"66191",115.8,-31.8
"66192",115.9,-31.8
"66193",116,-31.8
"66194",116.1,-31.8
"66195",116.2,-31.8
"66196",116.3,-31.8
"66197",116.4,-31.8
"66198",116.5,-31.8
"66199",116.6,-31.8
"66200",116.7,-31.8
"66201",116.8,-31.8
"66202",116.9,-31.8
"66203",117,-31.8
"66204",117.1,-31.8
"66205",117.2,-31.8
"66206",117.3,-31.8
"66207",117.4,-31.8
"66208",117.5,-31.8
"66209",117.6,-31.8
"66210",117.7,-31.8
"66211",117.8,-31.8
"66212",117.9,-31.8
"66213",118,-31.8
"66214",118.1,-31.8
"66215",118.2,-31.8
"66216",118.3,-31.8
"66217",118.4,-31.8
