"lon","lat","A_growth","n_A_end","mean_Temp","tot_mu"
130.3,-17.5,-0.0120774886487254,0.00934982080913442,30.7620488162913,3.75063954026334
130.4,-17.5,-0.0121232178787507,0.00918588608485356,30.7921445958473,3.70452232443308
130.5,-17.5,-0.0122237386224248,0.00883318963356415,30.8657705388988,3.58882685230081
130.6,-17.5,-0.0123095177708323,0.00854147524142465,30.933012279164,3.50322932973035
130.7,-17.5,-0.0125354551511209,0.00781552832682249,31.1194578217959,3.25439344453158
130.8,-17.5,-0.0129869053345942,0.0065481612590759,31.4893624702599,2.81969324282762
130.9,-17.5,-0.0128993509361868,0.00677375090462096,31.4288711576686,2.93240327412084
131,-17.5,-0.0127616219860519,0.00714523819942187,31.3328607829507,3.10163585960958
131.1,-17.5,-0.0128561807283459,0.00688164580043528,31.4288471928978,3.01957745522421
131.2,-17.5,-0.012900692448062,0.0067616202170941,31.4719237391774,2.97217275239471
131.3,-17.5,-0.01295118556076,0.00662699311136546,31.5268841834747,2.90200718638612
131.4,-17.5,-0.0128165874390037,0.00698040134020818,31.4367779247981,3.01284122392978
131.5,-17.5,-0.0128487884075397,0.00688947465406027,31.4807138968264,2.95660073614512
131.6,-17.5,-0.0127193600262375,0.00724177983982181,31.3984183065235,3.06505256246191
131.7,-17.5,-0.012631548014116,0.0074894045876504,31.3507591954451,3.13470943123415
131.8,-17.5,-0.0124100939933679,0.00815881162240929,31.2081803852189,3.35647944366645
131.9,-17.5,-0.0123769378829734,0.0082587640366709,31.2068878166498,3.37419242263608
132,-17.5,-0.0123973217192629,0.008186508428123,31.2479096346951,3.32744553270625
132.1,-17.5,-0.0123180584494262,0.00843513979016432,31.2197730876009,3.39521815024887
132.2,-17.5,-0.0123154321457718,0.00843788891136066,31.2394121145394,3.38109351628668
132.3,-17.5,-0.0122753911622305,0.00856316530376648,31.2368416033411,3.40766880770769
132.4,-17.5,-0.012226118469049,0.00872192005518887,31.2264428656257,3.44890890749127
132.5,-17.5,-0.0121565187428695,0.00895420528150687,31.2014248254038,3.51327286839253
132.6,-17.5,-0.0121668117578389,0.00891227606999299,31.2299946169689,3.48830928680799
132.7,-17.5,-0.0121320730658485,0.00902648560512829,31.2293952977336,3.5152329543461
132.8,-17.5,-0.0120713657109376,0.00923507632620916,31.210023999109,3.57669772201506
132.9,-17.5,-0.0120098432044482,0.00945222508786345,31.1877321040874,3.64637864537248
133,-17.5,-0.0121198914477629,0.00905073721293145,31.2845957595814,3.50569627159754
133.1,-17.5,-0.0120968231674707,0.00912727438233531,31.2852735198017,3.53372756027357
133.2,-17.5,-0.0120973982322907,0.0091197650720485,31.3044942605332,3.53262465467905
133.3,-17.5,-0.0120647995354279,0.00923075183790528,31.2992878026598,3.57759368818264
133.4,-17.5,-0.0122165940127907,0.0087004164162102,31.414782275604,3.41138187742272
133.5,-17.5,-0.0120028594327458,0.00944524643541499,31.2898194834842,3.67722559233566
133.6,-17.5,-0.0121259538844647,0.00900162950709193,31.3868706326638,3.52308745647334
133.7,-17.5,-0.0120463570772452,0.00927560172438262,31.3595854835279,3.58530144219564
133.8,-17.5,-0.0119810465496909,0.00950630366965687,31.338419816505,3.63890591071784
133.9,-17.5,-0.0119127743074329,0.00975356917855397,31.3165593059152,3.69512579832228
134,-17.5,-0.0118774637611996,0.00988072403274404,31.3156469729574,3.71748940422683
134.1,-17.5,-0.0118420912225896,0.0100101113605498,31.3136440772683,3.74046665084982
134.2,-17.5,-0.0117934413327694,0.0101940119981857,31.3010802937237,3.78475148764315
134.3,-17.5,-0.0116730294226898,0.01067193191561,31.2465525290639,3.92143771730565
134.4,-17.5,-0.01168831868973,0.010603725085925,31.2719563580381,3.89043890811969
134.5,-17.5,-0.0116629070311172,0.0107019123262858,31.2745666311997,3.91514562839772
134.6,-17.5,-0.0117012846157379,0.0105399092625362,31.3124600867715,3.85894626300959
134.7,-17.5,-0.011673813085694,0.0106480535284656,31.3076248522654,3.89193467601365
134.8,-17.5,-0.0116401192849784,0.0107818161856139,31.302846547373,3.93261516143525
134.9,-17.5,-0.0115920413064795,0.0109794808743009,31.2849422969268,3.99909815424197
135,-17.5,-0.0115413413722162,0.011191923415937,31.2659514337694,4.06776291312468
135.1,-17.5,-0.0114905268825693,0.0114102472668918,31.2435275672281,4.14915732844418
135.2,-17.5,-0.0113414690820153,0.0120792914200536,31.168806498275,4.36577532169956
135.3,-17.5,-0.0112592285710903,0.0124640584986392,31.1304154276575,4.50855485512415
135.4,-17.5,-0.0113040328528039,0.0122475124245092,31.1648958304177,4.45936160264623
135.5,-17.5,-0.0113906891884265,0.0118433200476703,31.2215546018721,4.35060800077773
135.6,-17.5,-0.0112724014385492,0.0123909893178676,31.162792351141,4.5536972088617
135.7,-17.5,-0.0112853251994014,0.0123263016788687,31.1782659296824,4.56754667050631
135.8,-17.5,-0.011321443453615,0.0121521366560336,31.2093709549524,4.54210067012356
135.9,-17.5,-0.0114338778036532,0.011636064302049,31.2790424169872,4.4095494084081
136,-17.5,-0.0114232824599214,0.0116794505809048,31.2839671039146,4.46234545051081
136.1,-17.5,-0.0113140296225698,0.012174956307975,31.2353472824358,4.6850659858841
136.2,-17.5,-0.0111747998635942,0.0128365880236224,31.1750587330005,4.97505038830412
136.3,-17.5,-0.0110337283972118,0.0135415768263524,31.1191556654299,5.29362718687828
136.4,-17.5,-0.0108838133548959,0.0143320587903754,31.0625827578114,5.65898598040726
136.5,-17.5,-0.0104685660826387,0.0167738553441021,30.9000713490577,6.63784130309265
136.6,-17.5,-0.00999228484355024,0.0200712988850567,30.7394514967266,7.94864670648524
136.7,-17.5,-0.010083992521158,0.0193724116764979,30.7990212289627,7.81655555167344
136.8,-17.5,-0.00989357434598437,0.0207982865055235,30.7574532541695,8.46648436349432
136.9,-17.5,-0.0099320675484149,0.0204815826203511,30.7973308886809,8.4904717737225
137,-17.5,-0.00994536252757611,0.0203621360248333,30.8283143497094,8.57839782063499
137.1,-17.5,-0.00976693954937823,0.0217573650628877,30.7983640864059,9.25864051249322
137.2,-17.5,-0.00960071187239352,0.0231378973065829,30.7775105056874,9.93643927014768
137.3,-17.5,-0.00934206797466343,0.0254729013900908,30.7311193165531,10.9844607223604
137.4,-17.5,-0.00921475506775365,0.0266921692690704,30.7266412864647,11.6133188913177
